Αρχικό σήμα, FCS, Σήμα προς αποστολή, Λαμβανόμενο σήμα, Έλεγχος από τον αλγόριθμο, Πραγματικός έλεγχος, Bits που αλλοιώθηκαν
10111100110110110000, 00100, 1011110011011011000000100, 1011110011011011000000100, True, True, 0
00011010000111001110, 11111, 0001101000011100111011111, 0001101000011100111011111, True, True, 0
10011010101100111000, 00110, 1001101010110011100000110, 1001101010110011100000110, True, True, 0
01111111011001111001, 00011, 0111111101100111100100011, 0111111101100111100100011, True, True, 0
00000110100100010000, 01110, 0000011010010001000001110, 0000011010010001000001110, True, True, 0
00101011000110000101, 11101, 0010101100011000010111101, 0010101100011000010111101, True, True, 0
01100010011110010010, 11001, 0110001001111001001011001, 0110001001111001001011001, True, True, 0
10001001010111000001, 00011, 1000100101011100000100011, 1000100101011100000100011, True, True, 0
11011011011010110111, 10001, 1101101101101011011110001, 1101101101101011011110001, True, True, 0
01100101111000001011, 01100, 0110010111100000101101100, 0110010111100000101101100, True, True, 0
10010110111111110011, 01100, 1001011011111111001101100, 1001011011111111001101100, True, True, 0
10110011101000000111, 11000, 1011001110100000011111000, 1011001110100000011111000, True, True, 0
00011110110011001010, 01010, 0001111011001100101001010, 0001111011001100101001010, True, True, 0
00011100111011100100, 11101, 0001110011101110010011101, 0001110011101110010011101, True, True, 0
11110111111011101011, 10111, 1111011111101110101110111, 1111011111101110101110111, True, True, 0
00000001000010010010, 11110, 0000000100001001001011110, 0000000100001001001011110, True, True, 0
00001000110111000011, 00011, 0000100011011100001100011, 0000100011011100001100011, True, True, 0
11101111100001101000, 10000, 1110111110000110100010000, 1110111110000110100010000, True, True, 0
10111000011101111100, 00011, 1011100001110111110000011, 1011100001110111110000011, True, True, 0
00001000001110100100, 10010, 0000100000111010010010010, 0000100000111010010010010, True, True, 0
10111110001100110011, 00011, 1011111000110011001100011, 1011111000110011001100011, True, True, 0
10000000011111011101, 01100, 1000000001111101110101100, 1000000001101101110101100, False, False, 1
00000011011010011001, 10001, 0000001101101001100110001, 0000001101101001100110001, True, True, 0
01011101011110100000, 00101, 0101110101111010000000101, 0101110101111010000000101, True, True, 0
11110101010010110010, 10011, 1111010101001011001010011, 1111010101001011001010011, True, True, 0
00100110101111101101, 11011, 0010011010111110110111011, 0010011010111110110111011, True, True, 0
10001010101111011001, 11001, 1000101010111101100111001, 1000101010111101100111001, True, True, 0
01010100101010110111, 00010, 0101010010101011011100010, 0101010010101011011100010, True, True, 0
00010001000100111111, 11111, 0001000100010011111111111, 0001000100010011111111111, True, True, 0
00001010101110010011, 00111, 0000101010111001001100111, 0000101010111001001100111, True, True, 0
00010111101000000011, 10001, 0001011110100000001110001, 0001011110100000001110001, True, True, 0
11010000000100110100, 01000, 1101000000010011010001000, 1101000000010011010001000, True, True, 0
11011101110011110111, 11111, 1101110111001111011111111, 1101110111001111011111111, True, True, 0
01001111001010010011, 01010, 0100111100101001001101010, 0100111100101001001101010, True, True, 0
01101000010101100011, 00111, 0110100001010110001100111, 0110100001010110001100111, True, True, 0
01101011001011111110, 10000, 0110101100101111111010000, 0110101100101111111010000, True, True, 0
00000110000000000000, 11000, 0000011000000000000011000, 0000011000000000000011000, True, True, 0
10101000010111110010, 11000, 1010100001011111001011000, 1010100001011111001011000, True, True, 0
10001111011010010110, 11010, 1000111101101001011011010, 1000111101101001011011010, True, True, 0
10101010001010000101, 10111, 1010101000101000010110111, 1010101000101000010110111, True, True, 0
00000111001000011111, 01000, 0000011100100001111101000, 0000011100100001111101000, True, True, 0
01111011110001011110, 01101, 0111101111000101111001101, 0111101111000101111001101, True, True, 0
10110100000110110010, 01101, 1011010000011011001001101, 1011010000011011001001101, True, True, 0
00111000111100000110, 00001, 0011100011110000011000001, 0011100011110000011000001, True, True, 0
00100111001100100111, 00110, 0010011100110010011100110, 0010011100110010011100110, True, True, 0
01000100000000101000, 10111, 0100010000000010100010111, 0100010000000010100010111, True, True, 0
11101101100100001100, 10111, 1110110110010000110010111, 1110110110010000110010111, True, True, 0
10010010101101011010, 00101, 1001001010110101101000101, 1001001010110101101000101, True, True, 0
11000101011110011100, 10101, 1100010101111001110010101, 1100010101111001110010101, True, True, 0
00100110001001110000, 11001, 0010011000100111000011001, 0010011000100111000011001, True, True, 0
11000111010011000110, 10100, 1100011101001100011010100, 1100011101001100011010100, True, True, 0
11110010010011110101, 00000, 1111001001001111010100000, 1111001001001111010100000, True, True, 0
01011100000010111111, 11001, 0101110000001011111111001, 0101110000001011111111001, True, True, 0
11110000110110001001, 01010, 1111000011011000100101010, 1111000011011000100101010, True, True, 0
11011110110001111101, 00110, 1101111011000111110100110, 1101111011000111110100110, True, True, 0
00101100001001001100, 00111, 0010110000100100110000111, 0010110000100100110000111, True, True, 0
01011110001101000011, 10111, 0101111000110100001110111, 0101111000110100001110111, True, True, 0
10000100010010101011, 01111, 1000010001001010101101111, 1000010001001010101101111, True, True, 0
10000010011000010111, 10010, 1000001001100001011110010, 1000001001100001011110010, True, True, 0
01010110101011001001, 11000, 0101011010101100100111000, 0101011010101100100111000, True, True, 0
10011000110010110001, 00111, 1001100011001011000100111, 1001100011001011000100111, True, True, 0
01111110100001001101, 01011, 0111111010000100110101011, 0111111010000100110101011, True, True, 0
10111010100010011000, 00001, 1011101010001001100000001, 1011101010001001100000001, True, True, 0
01011011100111000000, 01101, 0101101110011100000001101, 0101101110011100000001101, True, True, 0
11011101101011110001, 10000, 1101110110101111000110000, 1101110110101111000110000, True, True, 0
11011000001001001100, 01100, 1101100000100100110001100, 1101100000100100110001100, True, True, 0
10000110110001000100, 00111, 1000011011000100010000111, 1000011011000100010000111, True, True, 0
01100001010001011110, 01101, 0110000101000101111001101, 0110000101000101111001101, True, True, 0
10100010001011011011, 10111, 1010001000101101101110111, 1010001000101101101110111, True, True, 0
11100101011010111110, 01011, 1110010101101011111001011, 1110010101101011111001011, True, True, 0
11011110000101100111, 11000, 1101111000010110011111000, 1101111000010110011111000, True, True, 0
01101000001111101111, 11101, 0110100000111110111111101, 0110100000111110111111101, True, True, 0
01001101111111111010, 00110, 0100110111111111101000110, 0100110111111111101000110, True, True, 0
11000111101000100010, 10011, 1100011110100010001010011, 1100011110100010001010011, True, True, 0
11101100010011110111, 01101, 1110110001001111011101101, 1110110001001111011101101, True, True, 0
11011100100111001001, 01011, 1101110010011100100101011, 1101110010011100100101011, True, True, 0
01011001100000000011, 10000, 0101100110000000001110000, 0101100110000000001110000, True, True, 0
11111010110010111101, 01111, 1111101011001011110101111, 1111101011001011110101111, True, True, 0
11001100010011110000, 00111, 1100110001001111000000111, 1100110001001111000000111, True, True, 0
11011111101101110111, 11101, 1101111110110111011111101, 1101111110110111011111101, True, True, 0
00110010010110010110, 00001, 0011001001011001011000001, 0011001001011001011000001, True, True, 0
10001111000101000110, 00111, 1000111100010100011000111, 1000111100010100011000111, True, True, 0
00011101011110000101, 01010, 0001110101111000010101010, 0001110101111000010101010, True, True, 0
11100011111000110010, 10000, 1110001111100011001010000, 1110001111100011001010000, True, True, 0
00100010000001111011, 01111, 0010001000000111101101111, 0010001000000111101101111, True, True, 0
11111111100100001001, 11110, 1111111110010000100111110, 1111111110010000100111110, True, True, 0
01000101110010111010, 01010, 0100010111001011101001010, 0100010111001011101001010, True, True, 0
10110000101000110000, 01011, 1011000010100011000001011, 1011000010100011000001011, True, True, 0
01110010010110001101, 10010, 0111001001011000110110010, 0111001001011000110110010, True, True, 0
00100101001000111011, 00111, 0010010100100011101100111, 0010010100100011101100111, True, True, 0
01000100001010010001, 01100, 0100010000101001000101100, 0100010000101001000101100, True, True, 0
00001011101111111101, 01000, 0000101110111111110101000, 0000101110111111110101000, True, True, 0
11101101000000000011, 01111, 1110110100000000001101111, 1110110100000000001101111, True, True, 0
01011101111111011000, 00001, 0101110111111101100000001, 0101110111111101100000001, True, True, 0
11110011011101010000, 10110, 1111001101110101000010110, 1111001101110101000010110, True, True, 0
11001100101000110101, 10010, 1100110010100011010110010, 1100110010100011010110010, True, True, 0
00111111011010001100, 00111, 0011111101101000110000111, 0011111101101000110000111, True, True, 0
10110000000111010011, 00001, 1011000000011101001100001, 1011000000011101001100001, True, True, 0
10011010110011100100, 00110, 1001101011001110010000110, 1001101011001110010000110, True, True, 0
11010010010100111010, 00011, 1101001001010011101000011, 1101001001010011101000011, True, True, 0
00001101110011100111, 10110, 0000110111001110011110110, 0000110111001110011110110, True, True, 0
10010111010100001110, 10100, 1001011101010000111010100, 1001011101010000111010100, True, True, 0
01001011110000011111, 00010, 0100101111000001111100010, 0100101111000001111100010, True, True, 0
01100011001001101000, 10100, 0110001100100110100010100, 0110001100100110100010100, True, True, 0
00111011111111001011, 10111, 0011101111111100101110111, 0011101111111100101110111, True, True, 0
00110111011110000011, 01000, 0011011101111000001101000, 0011011101111000001101000, True, True, 0
01110111011100101000, 11001, 0111011101110010100011001, 0111011101110010100011001, True, True, 0
11101100010110111010, 00110, 1110110001011011101000110, 1110110001011011101000110, True, True, 0
00000001110011011011, 10000, 0000000111001101101110000, 0000000111001101101110000, True, True, 0
10010111001101010110, 01110, 1001011100110101011001110, 1001011100110101011001110, True, True, 0
11011101100010010110, 00010, 1101110110001001011000010, 1101110110001001011000010, True, True, 0
01100111011011011100, 01100, 0110011101101101110001100, 0110011101101101110001100, True, True, 0
10100001010001010111, 00001, 1010000101000101011100001, 1010000101000101011100001, True, True, 0
10000101100001010010, 00111, 1000010110000101001000111, 1000010110000101001000111, True, True, 0
00101000101111110101, 11001, 0010100010111111010111001, 0010100010111111010111001, True, True, 0
00110101110010110101, 11111, 0011010111001011010111111, 0011010111001011010111111, True, True, 0
00101000011110010101, 10011, 0010100001111001010110011, 0010100001111001010110011, True, True, 0
10111111000100100001, 11011, 1011111100010010000111011, 1011111100010010000111011, True, True, 0
10101111111101000110, 10101, 1010111111110100011010101, 1010111111110100011010101, True, True, 0
11110111000100100101, 10011, 1111011100010010010110011, 1111011100010010010110011, True, True, 0
11101011110001110101, 10000, 1110101111000111010110000, 1110101111000111010110000, True, True, 0
00111010110101100100, 00101, 0011101011010110010000101, 0011101011010110010000101, True, True, 0
10011010010101010111, 00001, 1001101001010101011100001, 1001101001010101011100001, True, True, 0
00111101011110001001, 11100, 0011110101111000100111100, 0011110101111000100111100, True, True, 0
00001111110100101111, 10111, 0000111111010010111110111, 0000111111010010111110111, True, True, 0
10101100101010100111, 10101, 1010110010101010011110101, 1010110010101010011110101, True, True, 0
11101101001100110010, 10011, 1110110100110011001010011, 1110110100110011001010011, True, True, 0
11111100111101100111, 00010, 1111110011110110011100010, 1111110011110110011100010, True, True, 0
10100010001111000111, 11110, 1010001000111100011111110, 1010001000111100011111110, True, True, 0
00111011011001010001, 10100, 0011101101100101000110100, 0011101101100101000110100, True, True, 0
00001011011011001111, 00111, 0000101101101100111100111, 0000101101101100111100111, True, True, 0
00110010101101111110, 11011, 0011001010110111111011011, 0011001010110111111011011, True, True, 0
10010000011101001100, 00011, 1001000001110100110000011, 1001000001110100110000011, True, True, 0
01000010010100000011, 11000, 0100001001010000001111000, 0100001001010000001111000, True, True, 0
01010001101100100101, 00001, 0101000110110010010100001, 0101000110110010010100001, True, True, 0
00001000110101000011, 11111, 0000100011010100001111111, 0000100011010100001111111, True, True, 0
10101000010101011101, 10100, 1010100001010101110110100, 1010100001010101110110100, True, True, 0
00101010001011110001, 10101, 0010101000101111000110101, 0010101000101111000110101, True, True, 0
11100011010101010100, 11000, 1110001101010101010011000, 1110001101010101010011000, True, True, 0
01111001111111001111, 00010, 0111100111111100111100010, 0111100111111100111100010, True, True, 0
11000010001111011010, 10010, 1100001000111101101010010, 1100001000111101101010010, True, True, 0
10100000101110011100, 11111, 1010000010111001110011111, 1010000010111001110011111, True, True, 0
00111111011000100001, 10100, 0011111101100010000110100, 0011111101100010000110100, True, True, 0
00000011111000100101, 01100, 0000001111100010010101100, 0000001111100010010101100, True, True, 0
10101000001011000111, 01110, 1010100000101100011101110, 1010100000101100011101110, True, True, 0
10011111110110001000, 01011, 1001111111011000100001011, 1001110111011000100001011, False, False, 1
10111110001111011000, 01010, 1011111000111101100001010, 1011111000111101100001010, True, True, 0
00011011101010010001, 01110, 0001101110101001000101110, 0001101110101001000101110, True, True, 0
00001001111110110111, 00110, 0000100111111011011100110, 0000100111111011011100110, True, True, 0
11000110100101011111, 11000, 1100011010010101111111000, 1100011010010101111111000, True, True, 0
00101110100010110100, 01101, 0010111010001011010001101, 0010111010001011010001101, True, True, 0
11100111001111001111, 01010, 1110011100111100111101010, 1110011100111100111101010, True, True, 0
00000100110011000011, 01011, 0000010011001100001101011, 0000010011001100001101011, True, True, 0
10010010010011000010, 00010, 1001001001001100001000010, 1001001001001100001000010, True, True, 0
00001100100001010000, 10000, 0000110010000101000010000, 0000110010000101000010000, True, True, 0
10011010100110111111, 00001, 1001101010011011111100001, 1001101010011011111100001, True, True, 0
10111100001101010101, 10110, 1011110000110101010110110, 1011110000110101010110110, True, True, 0
01011000101101111101, 10001, 0101100010110111110110001, 0101100010110111110110001, True, True, 0
10000111000100001100, 10101, 1000011100010000110010101, 1000011100010000110010101, True, True, 0
11100101111100100111, 00010, 1110010111110010011100010, 1110010111110010011100010, True, True, 0
01110101101111110110, 11011, 0111010110111111011011011, 0111010110111111011011011, True, True, 0
10111110110000010000, 11010, 1011111011000001000011010, 1011111011000001000011010, True, True, 0
01010100000101000111, 11011, 0101010000010100011111011, 0101010000010100011111011, True, True, 0
00110001011011101111, 01001, 0011000101101110111101001, 0011000101101110111101001, True, True, 0
01110101110101101100, 01100, 0111010111010110110001100, 0111010111010110110001100, True, True, 0
11110000111101011100, 00101, 1111000011110101110000101, 1111000011110101110000101, True, True, 0
10110111011110100101, 00010, 1011011101111010010100010, 1011011101111010010100010, True, True, 0
00001011111101101110, 00110, 0000101111110110111000110, 0000101111110110111000110, True, True, 0
11000110000111000111, 01001, 1100011000011100011101001, 1100011000011100011101001, True, True, 0
00001111101100111010, 01011, 0000111110110011101001011, 0000111110110011101001011, True, True, 0
10110100111110010000, 01100, 1011010011111001000001100, 1011010011111001000001100, True, True, 0
10011010101110000100, 11001, 1001101010111000010011001, 1001101010111000010011001, True, True, 0
11101111111100011010, 01001, 1110111111110001101001001, 1110111111110001101001001, True, True, 0
01010011010011000010, 01001, 0101001101001100001001001, 0101001101001100001001001, True, True, 0
01111011010011100110, 11011, 0111101101001110011011011, 0111101101001110011011011, True, True, 0
00110111001001001001, 11111, 0011011100100100100111111, 0011011100100100100111111, True, True, 0
00011011101100001100, 01110, 0001101110110000110001110, 0001101110110000110001110, True, True, 0
00100010000001100111, 01011, 0010001000000110011101011, 0010001000000110011101011, True, True, 0
01100000011101000110, 10001, 0110000001110100011010001, 0110000001110100011010001, True, True, 0
01011000001010010110, 10111, 0101100000101001011010111, 0101100000101001011010111, True, True, 0
00001000011011110000, 00010, 0000100001101111000000010, 0000100001101111000000010, True, True, 0
01011001001101000100, 01010, 0101100100110100010001010, 0101100100110100010001010, True, True, 0
10101111010100011010, 00111, 1010111101010001101000111, 1010111101010001101000111, True, True, 0
01111000011010010100, 00010, 0111100001101001010000010, 0111100001101001010000010, True, True, 0
10100100100101111110, 11111, 1010010010010111111011111, 1010010010010111111011111, True, True, 0
10000000110011101100, 10010, 1000000011001110110010010, 1000000011001110110010010, True, True, 0
01000111101011100010, 11000, 0100011110101110001011000, 0100011110101110001011000, True, True, 0
10111011111010110100, 00100, 1011101111101011010000100, 1011101111101011010000100, True, True, 0
01001010100111111011, 10100, 0100101010011111101110100, 0100101010011111101110100, True, True, 0
11101001010100000001, 01100, 1110100101010000000101100, 1110100101010000000101100, True, True, 0
11000000100001101111, 10011, 1100000010000110111110011, 1100000010000110111110011, True, True, 0
01100101100011011110, 00010, 0110010110001101111000010, 0110010110001101111000010, True, True, 0
00111111101110001000, 00010, 0011111110111000100000010, 0011111110111000100000010, True, True, 0
01001000001001111010, 00000, 0100100000100111101000000, 0100100000100111101000000, True, True, 0
11011001011111011010, 10101, 1101100101111101101010101, 1101100101111101101010101, True, True, 0
00010010000111111010, 11111, 0001001000011111101011111, 0001001000011111101011111, True, True, 0
10000010111111111111, 11110, 1000001011111111111111110, 1000001011111111111111110, True, True, 0
00001001000000110111, 01110, 0000100100000011011101110, 0000100100000011011101110, True, True, 0
00100101001100111001, 10101, 0010010100110011100110101, 0010010100110011100110101, True, True, 0
01010000101001100100, 10011, 0101000010100110010010011, 0101000010100110010010011, True, True, 0
01010001000001011010, 10011, 0101000100000101101010011, 0101000100000101101010011, True, True, 0
10101101110100010100, 01111, 1010110111010001010001111, 1010110111010001010001111, True, True, 0
01010011101000010101, 11010, 0101001110100001010111010, 0101001110100001010111010, True, True, 0
00100110000101010110, 11101, 0010011000010101011011101, 0010011000010101011011101, True, True, 0
01001001001010000101, 11111, 0100100100101000010111111, 0100100100101000010111111, True, True, 0
10111010011010001010, 11110, 1011101001101000101011110, 1011101001101000101011110, True, True, 0
11101010000011010101, 01100, 1110101000001101010101100, 1110101000001101010101100, True, True, 0
11110011011000101010, 00010, 1111001101100010101000010, 1111001101100010101000010, True, True, 0
10011010101000000010, 11100, 1001101010100000001011100, 1001101010100000001011100, True, True, 0
00000011011000100111, 10001, 0000001101100010011110001, 0000001101100010011110001, True, True, 0
01100101110110101110, 11110, 0110010111011010111011110, 0110010111011010111011110, True, True, 0
00000011111101010101, 10001, 0000001111110101010110001, 0000001111110101010110001, True, True, 0
11110011101001010111, 11001, 1111001110100101011111001, 1111001110100101011111001, True, True, 0
11000010111101101000, 01100, 1100001011110110100001100, 1100001011110110100001100, True, True, 0
00111010111110001010, 01000, 0011101011111000101001000, 0011101011111000101001000, True, True, 0
00010101110111100011, 11010, 0001010111011110001111010, 0001010111011110001111010, True, True, 0
11000100111101011101, 10100, 1100010011110101110110100, 1100010011110101110110100, True, True, 0
01000110100100110011, 10101, 0100011010010011001110101, 0100011010010011001110101, True, True, 0
00001000110001001110, 11010, 0000100011000100111011010, 0000100011000100111011010, True, True, 0
11101010001001010101, 01010, 1110101000100101010101010, 1110101000100101010101010, True, True, 0
10001000001111010011, 11010, 1000100000111101001111010, 1000100000111101001111010, True, True, 0
00000001111110101000, 11101, 0000000111111010100011101, 0000000111111010100011101, True, True, 0
10001011011000000000, 11011, 1000101101100000000011011, 1000100101100000000011011, False, False, 1
11100001101101111100, 11000, 1110000110110111110011000, 1110000110110111110011000, True, True, 0
01001100001110001101, 10000, 0100110000111000110110000, 0100110000111000110110000, True, True, 0
11010111001110100101, 11110, 1101011100111010010111110, 1101011100111010010111110, True, True, 0
10010001111100011101, 00111, 1001000111110001110100111, 1001000111110001110100111, True, True, 0
11110001111011110011, 00000, 1111000111101111001100000, 1111000111101111001100000, True, True, 0
00100101011001011000, 00101, 0010010101100101100000101, 0010010101100101100000101, True, True, 0
10000011111100001011, 11101, 1000001111110000101111101, 1000001111110000101101101, False, False, 1
01100000111000010110, 01001, 0110000011100001011001001, 0110000011100001011001001, True, True, 0
10101101111101100000, 01110, 1010110111110110000001110, 1010110111110110000001110, True, True, 0
10110110101011110000, 00001, 1011011010101111000000001, 1011011010101111000000001, True, True, 0
00011000110010111001, 01000, 0001100011001011100101000, 0001100011001011100101000, True, True, 0
00101101101100000101, 00001, 0010110110110000010100001, 0010110110110000010100001, True, True, 0
01100101011010100000, 01001, 0110010101101010000001001, 0110010101101010000001001, True, True, 0
10111111101110000100, 00110, 1011111110111000010000110, 1011111110111000010000110, True, True, 0
01110001100100110010, 01000, 0111000110010011001001000, 0111000110010011001001000, True, True, 0
00001010000000100110, 01110, 0000101000000010011001110, 0000101000000010011001110, True, True, 0
00010010101011101000, 01100, 0001001010101110100001100, 0001001010101110100001100, True, True, 0
10111100100001010000, 11101, 1011110010000101000011101, 1011110010000101000011101, True, True, 0
01000101111111001101, 01100, 0100010111111100110101100, 0100010111111100110101100, True, True, 0
10101001000001111111, 00100, 1010100100000111111100100, 1010100100000111111100100, True, True, 0
11110101101010111011, 01001, 1111010110101011101101001, 1111010110101011101101001, True, True, 0
01111011001110011011, 10101, 0111101100111001101110101, 0111101100111001101110101, True, True, 0
00010011110001010101, 11001, 0001001111000101010111001, 0001001111000101010111001, True, True, 0
10010100100000110100, 00001, 1001010010000011010000001, 1001010010000011010000001, True, True, 0
10110000101001010011, 01000, 1011000010100101001101000, 1011000010100101001101000, True, True, 0
01100100011011001010, 01101, 0110010001101100101001101, 0110010001101100101001101, True, True, 0
00001110001111101001, 01100, 0000111000111110100101100, 0000111000111110100101100, True, True, 0
01000011000000100110, 01001, 0100001100000010011001001, 0100001100000000011001001, False, False, 1
00101010011000110101, 01101, 0010101001100011010101101, 0010101001100011010101101, True, True, 0
01001001111101010101, 11010, 0100100111110101010111010, 0100100111110101010111010, True, True, 0
01100011110000000000, 10010, 0110001111000000000010010, 0110001111000000000010010, True, True, 0
11000001110001111010, 10001, 1100000111000111101010001, 1100000111000111101010001, True, True, 0
11010111010011010110, 10010, 1101011101001101011010010, 1101011101001101011010010, True, True, 0
10110101110111110011, 10001, 1011010111011111001110001, 1011010111011111001110001, True, True, 0
00110101000000100111, 00110, 0011010100000010011100110, 0011010100000010011100110, True, True, 0
00101100111001111001, 00100, 0010110011100111100100100, 0010110011100111100100100, True, True, 0
00111011110010100111, 10100, 0011101111001010011110100, 0011101111001010011110100, True, True, 0
01011000000001011011, 10111, 0101100000000101101110111, 0101100000000101101110111, True, True, 0
01101100111010101100, 00111, 0110110011101010110000111, 0110110011101010110000111, True, True, 0
11010110001100000111, 11110, 1101011000110000011111110, 1101011000110000011111110, True, True, 0
10010001110010001010, 10100, 1001000111001000101010100, 1001000111001000101010100, True, True, 0
11110101101000001100, 01010, 1111010110100000110001010, 1111010110100000110001010, True, True, 0
11101000111011100100, 10110, 1110100011101110010010110, 1110100011101110010010110, True, True, 0
01111100101100101111, 00010, 0111110010110010111100010, 0111110010110010111100010, True, True, 0
11010000100111110001, 00110, 1101000010011111000100110, 1101000010011111000100110, True, True, 0
01111110000110101010, 10000, 0111111000011010101010000, 0111111000011010101010000, True, True, 0
01111100110011111101, 00000, 0111110011001111110100000, 0111110011001111110100000, True, True, 0
00011111110001010101, 11100, 0001111111000101010111100, 0001111111000101010111100, True, True, 0
11010111101101000010, 01000, 1101011110110100001001000, 1101011110110100001001000, True, True, 0
11011100101101001010, 00111, 1101110010110100101000111, 1101110010110100101000111, True, True, 0
01111110000100011001, 11000, 0111111000010001100111000, 0111111000010001100111000, True, True, 0
01110110100100010011, 00110, 0111011010010001001100110, 0111011010010001001100110, True, True, 0
11100001101001000000, 10110, 1110000110100100000010110, 1110000110100100000010110, True, True, 0
01010011011000101110, 11011, 0101001101100010111011011, 0101001101100010111011011, True, True, 0
01111010110000101011, 00111, 0111101011000010101100111, 0111101011000010101100111, True, True, 0
10101100101100100110, 10001, 1010110010110010011010001, 1010110010110010011010001, True, True, 0
01111001011010010001, 11000, 0111100101101001000111000, 0111100101101001000111000, True, True, 0
10011110001000000111, 10000, 1001111000100000011110000, 1001111000100000011110000, True, True, 0
11010101011000100011, 10010, 1101010101100010001110010, 1101010101100010001110010, True, True, 0
10011100001110000001, 11101, 1001110000111000000111101, 1001110000111000000101101, False, False, 1
10011110110110001100, 00100, 1001111011011000110000100, 1001111011011000110000100, True, True, 0
01011101000110001100, 00100, 0101110100011000110000100, 0101110100011000110000100, True, True, 0
10100011011111001111, 01101, 1010001101111100111101101, 1010001101111100111101101, True, True, 0
10010001010110010100, 00000, 1001000101011001010000000, 1001000101011001010000000, True, True, 0
00101010110011101110, 00010, 0010101011001110111000010, 0010101011001110111000010, True, True, 0
11111011001010100111, 00010, 1111101100101010011100010, 1111101100101010011100010, True, True, 0
01111000111010100010, 01010, 0111100011101010001001010, 0111100011101010001001010, True, True, 0
00011111001100000000, 00001, 0001111100110000000000001, 0001111100110000000000001, True, True, 0
01110100110111001010, 00111, 0111010011011100101000111, 0111010011011100101000111, True, True, 0
11101010101001011111, 00001, 1110101010100101111100001, 1110101010100101111100001, True, True, 0
01111101011111111101, 10001, 0111110101111111110110001, 0111110101111111110110001, True, True, 0
00011101011111111000, 10010, 0001110101111111100010010, 0001110101111111100010010, True, True, 0
11111011111111110101, 00100, 1111101111111111010100100, 1111101111111111010100100, True, True, 0
00000010110000101000, 11010, 0000001011000010100011010, 0000001011000010100011010, True, True, 0
01110000000011100000, 10111, 0111000000001110000010111, 0111000000001110000010111, True, True, 0
01011111100111101001, 11001, 0101111110011110100111001, 0101111110011110100111001, True, True, 0
01110101001100010000, 11000, 0111010100110001000011000, 0111010100110001000011000, True, True, 0
00010101101111000011, 00110, 0001010110111100001100110, 0001010110111100001100110, True, True, 0
11110111101010001110, 00001, 1111011110101000111000001, 1111011110101000111000001, True, True, 0
01100010011011010010, 11010, 0110001001101101001011010, 0110001001101101001011010, True, True, 0
11111101010000101001, 11111, 1111110101000010100111111, 1111110101000010100111111, True, True, 0
00011011111111110000, 11110, 0001101111111111000011110, 0001101111111111000011110, True, True, 0
10001001100010110001, 11101, 1000100110001011000111101, 1000100110001011000111101, True, True, 0
00000001111101100101, 00111, 0000000111110110010100111, 0000000111110110010100111, True, True, 0
10110011110001010100, 11110, 1011001111000101010011110, 1011001111000101010011110, True, True, 0
00000001010001011001, 10001, 0000000101000101100110001, 0000000101000101100110001, True, True, 0
11110011111101010110, 00000, 1111001111110101011000000, 1111001111110101011000000, True, True, 0
10010100011000110001, 00110, 1001010001100011000100110, 1001010001100011000100110, True, True, 0
01100101111101100010, 01011, 0110010111110110001001011, 0110010111110110001001011, True, True, 0
10101001010000011101, 10011, 1010100101000001110110011, 1010100101000001110110011, True, True, 0
10110111010010011101, 11101, 1011011101001001110111101, 1011011101001001110111101, True, True, 0
11101011111101011011, 00010, 1110101111110101101100010, 1110101111110101101100010, True, True, 0
11111001101101001001, 10010, 1111100110110100100110010, 1111100110110100100110010, True, True, 0
00001100111100101100, 01011, 0000110011110010110001011, 0000110011110010110001011, True, True, 0
00111111011111100101, 00000, 0011111101111110010100000, 0011111101111110010100000, True, True, 0
10110110001101011110, 10111, 1011011000110101111010111, 1011011000110101111010111, True, True, 0
10001100000001001011, 01110, 1000110000000100101101110, 1000110000000100101101110, True, True, 0
10001011111101010111, 00010, 1000101111110101011100010, 1000101111110101011100010, True, True, 0
00101000100000000100, 10111, 0010100010000000010010111, 0010100010000000010010111, True, True, 0
10111010101000111111, 00001, 1011101010100011111100001, 1011101010100011111100001, True, True, 0
01001000011100001100, 01000, 0100100001110000110001000, 0100100001110000110001000, True, True, 0
11001111101101011011, 11000, 1100111110110101101111000, 1100111110110101101111000, True, True, 0
00110110101101100100, 11011, 0011011010110110010011011, 0011011010110110010011011, True, True, 0
10001010100110111110, 01011, 1000101010011011111001011, 1000101010011011111001011, True, True, 0
01011010111011110100, 01010, 0101101011101111010001010, 0101101011101111010001010, True, True, 0
11010000001000110100, 11111, 1101000000100011010011111, 1101000000100011010011111, True, True, 0
01101010000001111101, 11000, 0110101000000111110111000, 0110101000000111110111000, True, True, 0
01101101001110111100, 10100, 0110110100111011110010100, 0110110100111011110010100, True, True, 0
10000100001010101011, 10100, 1000010000101010101110100, 1000010000101010101110100, True, True, 0
11101011101001000000, 01011, 1110101110100100000001011, 1110101110100100000001011, True, True, 0
10010111101011000100, 11011, 1001011110101100010011011, 1001011110101100010011011, True, True, 0
00001101101101010111, 00010, 0000110110110101011100010, 0000110110110101011100010, True, True, 0
01000001001010101010, 11010, 0100000100101010101011010, 0100000100101010101011010, True, True, 0
00010011001110010111, 00000, 0001001100111001011100000, 0001001100111001011100000, True, True, 0
10000101000000000000, 01101, 1000010100000000000001101, 1000010100000000000001101, True, True, 0
11100010101111001110, 01001, 1110001010111100111001001, 1110001010111100111001001, True, True, 0
